Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,algorithm,class_weight,dual,fit_intercept,intercept_scaling,l1_ratio,leaf_size,max_iter,metric,metric_params,multi_class,n_jobs,n_neighbors,p,penalty,random_state,solver,tol,verbose,warm_start,weights,AUC,Accuracy,F1-score,Kappa,MCC,val_Accuracy,val_F1-score,Dataset ID,Dataset Type,model,Run ID,USI,model run id,model run name
2023-04-11 16:03:28,1.6min,68673ddc73364109b9c50fb0d5415b51,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,68673ddc73364109b9c50fb0d5415b51,,,
2023-04-11 16:00:28,2.8min,dc43b20fb865475cbcf9e4963fbda70a,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,dc43b20fb865475cbcf9e4963fbda70a,2f13,,
2023-04-11 16:00:28,2.9min,0ac5cd53148b4eb7963d6879a4912998,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,0ac5cd53148b4eb7963d6879a4912998,2f13,,
2023-04-11 16:00:25,3.0min,5e8bc3c614b24fb4b23364c4294f9904,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,5e8bc3c614b24fb4b23364c4294f9904,,,
2023-04-11 15:59:19,38.2s,6f392f67a9ad46ab953bdae173ce3502,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,6f392f67a9ad46ab953bdae173ce3502,97a7,,
2023-04-11 15:59:19,59.4s,de4fcd2c04cb436b81fb7b09d582bc47,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,de4fcd2c04cb436b81fb7b09d582bc47,97a7,,
2023-04-11 15:59:16,,457ed358d98147748ab163f4a654967a,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,457ed358d98147748ab163f4a654967a,,,
2023-04-11 15:57:50,1.2min,d06a1752c6bb4663abea265e308e170a,D0-K-Nearest Neighbor,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,auto,,,,,,30,,manhattan,None,,-1,30,2,,,,,,,uniform,0.8296,0.7654,0.5675,0.4252,0.4644,,,D0,original,knn,d06a1752c6bb4663abea265e308e170a,a572,,
2023-04-11 15:56:33,1.3min,8e13a8c03131487cb7195d6e23e54001,D0-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,1.0,,None,False,True,1,None,,1000,,,auto,None,,,l2,890,lbfgs,0.0001,0,False,,0.8413,0.7557,0.6715,0.4793,0.4848,,,D0,original,lr,8e13a8c03131487cb7195d6e23e54001,a572,,
2023-04-11 15:56:33,2.5min,68afdec904da49348d9da9de08d43a7c,Original data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,{},False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.8337,0.7735,0.6413,0.4794,0.4908,,,D0,original,lr,68afdec904da49348d9da9de08d43a7c,a572,928f7a4e95c34cbab14442aec087223b,D0-Logistic Regression
2023-04-11 15:51:50,0.7s,ad6f6fb60eb848dd95ba107d92a3a662,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,ad6f6fb60eb848dd95ba107d92a3a662,3749,,
2023-04-11 15:51:49,2.7min,6dd320b9585b4a789c2327399ed86fe0,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,6dd320b9585b4a789c2327399ed86fe0,3749,,
2023-04-11 15:51:47,,2c262d174c4d40e1a2edd2417a84b90e,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,2c262d174c4d40e1a2edd2417a84b90e,,,
2023-04-11 15:48:59,1.2min,a5a9932f5d3f4785a5b3ce6db40eb311,D0-K-Nearest Neighbor,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,auto,,,,,,30,,euclidean,None,,-1,26,2,,,,,,,distance,0.8131,0.7637,0.5959,0.4383,0.4567,,,D0,original,knn,a5a9932f5d3f4785a5b3ce6db40eb311,404d,,
2023-04-11 15:47:43,1.3min,928f7a4e95c34cbab14442aec087223b,D0-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,{},False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.8337,0.7735,0.6413,0.4794,0.4908,,,D0,original,lr,928f7a4e95c34cbab14442aec087223b,404d,,
2023-04-11 15:47:43,2.4min,b69ca8d801684709927e45bb8adb58c5,Original data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,{},False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.8337,0.7735,0.6413,0.4794,0.4908,,,D0,original,lr,b69ca8d801684709927e45bb8adb58c5,404d,928f7a4e95c34cbab14442aec087223b,D0-Logistic Regression
